Id	BgName	Description	Length	DateTime
14304	НЕДЪГ		5	2024-12-24 00:36:00.0000000
14305	НЕДЪГАВ		7	2024-12-24 00:36:00.0000000
14306	НЕДЪГАВОСТ		10	2024-12-24 00:36:00.0000000
14307	НЕДЪЗИ		6	2024-12-24 00:36:00.0000000
14308	НЕДЪЛБОК		8	2024-12-24 00:36:00.0000000
14309	НЕДЪЛГОТРАЕН		12	2024-12-24 00:36:00.0000000
14310	НЕДЪЛГОТРАЙНО		13	2024-12-24 00:36:00.0000000
14311	НЕДЪЛГОТРАЙНОСТ		15	2024-12-24 00:36:00.0000000
14312	НЕЕДИНЗАДРУГ		12	2024-12-24 00:36:00.0000000
14313	НЕЕДНАКВИ		9	2024-12-24 00:36:00.0000000
14314	НЕЕДНАКВОСТ		11	2024-12-24 00:36:00.0000000
14315	НЕЕДНАКЪВ		9	2024-12-24 00:36:00.0000000
14316	НЕЕДНОКРАТЕН		12	2024-12-24 00:36:00.0000000
14317	НЕЕДНОКРАТНО		12	2024-12-24 00:36:00.0000000
14318	НЕЕДНОРОДЕН		11	2024-12-24 00:36:00.0000000
14319	НЕЕКСПЕДИТИВЕН		14	2024-12-24 00:36:00.0000000
14320	НЕЕЛАСТИЧЕН		11	2024-12-24 00:36:00.0000000
14321	НЕЕМОЦИОНАЛЕН		13	2024-12-24 00:36:00.0000000
14322	НЕЕНЕРГИЧЕН		11	2024-12-24 00:36:00.0000000
14323	НЕЕНЕРГИЧНО		11	2024-12-24 00:36:00.0000000
14324	НЕЕСТЕСТВЕН		11	2024-12-24 00:36:00.0000000
14325	НЕЕСТЕСТВЕНО		12	2024-12-24 00:36:00.0000000
14326	НЕЕСТЕСТВЕНОСТ		14	2024-12-24 00:36:00.0000000
14327	НЕЕСУМАСИ		9	2024-12-24 00:36:00.0000000
14328	НЕЕФЕКТИВЕН		11	2024-12-24 00:36:00.0000000
14329	НЕЕФИКАСЕН		10	2024-12-24 00:36:00.0000000
14330	НЕЕФИКАСНО		10	2024-12-24 00:36:00.0000000
14331	НЕЕФИКАСНОСТ		12	2024-12-24 00:36:00.0000000
14332	НЕЖЕЛАН		7	2024-12-24 00:36:00.0000000
14333	НЕЖЕЛАНИЕ		9	2024-12-24 00:36:00.0000000
14334	НЕЖЕЛАТЕЛЕН		11	2024-12-24 00:36:00.0000000
14335	НЕЖЕН		5	2024-12-24 00:36:00.0000000
14336	НЕЖЕНЕН		7	2024-12-24 00:36:00.0000000
14337	НЕЖНИЯТ		7	2024-12-24 00:36:00.0000000
14338	НЕЖНО		5	2024-12-24 00:36:00.0000000
14339	НЕЖНОСТ		7	2024-12-24 00:36:00.0000000
14340	НЕЖНОЧУВСТВО		12	2024-12-24 00:36:00.0000000
14341	НЕЗААНГАЖИРАН		13	2024-12-24 00:36:00.0000000
14342	НЕЗААНГАЖИРАНОСТ		16	2024-12-24 00:36:00.0000000
14343	НЕЗАБАВЕН		9	2024-12-24 00:36:00.0000000
14344	НЕЗАБАВНО		9	2024-12-24 00:36:00.0000000
14345	НЕЗАБЕЛЕЖИМ		11	2024-12-24 00:36:00.0000000
14346	НЕЗАБЕЛЕЖИТЕЛЕН		15	2024-12-24 00:36:00.0000000
14347	НЕЗАБЕЛЯЗАН		11	2024-12-24 00:36:00.0000000
14348	НЕЗАБЕЛЯЗАНО		12	2024-12-24 00:36:00.0000000
14349	НЕЗАБРАВИМ		10	2024-12-24 00:36:00.0000000
14350	НЕЗАБРАВЯМ		10	2024-12-24 00:36:00.0000000
14351	НЕЗАБРАНЕН		10	2024-12-24 00:36:00.0000000
14352	НЕЗАВИСЕ		8	2024-12-24 00:36:00.0000000
14353	НЕЗАВИСИМ		9	2024-12-24 00:36:00.0000000
14354	НЕЗАВИСИМО		10	2024-12-24 00:36:00.0000000
14355	НЕЗАВИСИМООТТОВА		16	2024-12-24 00:36:00.0000000
14356	НЕЗАВИСИМОСТ		12	2024-12-24 00:36:00.0000000
14357	НЕЗАВЪРЕН		9	2024-12-24 00:36:00.0000000
14358	НЕЗАГИВА		8	2024-12-24 00:36:00.0000000
14359	НЕЗАГУБВА		9	2024-12-24 00:36:00.0000000
14360	НЕЗАГУБВАСАМООБЛАДАНИЕ		22	2024-12-24 00:36:00.0000000
14361	НЕЗАДОВОЛЕН		11	2024-12-24 00:36:00.0000000
14362	НЕЗАДОВОЛЕНОСТ		14	2024-12-24 00:36:00.0000000
14363	НЕЗАДОВОЛИМ		11	2024-12-24 00:36:00.0000000
14364	НЕЗАДОВОЛИТЕЛЕН		15	2024-12-24 00:36:00.0000000
14365	НЕЗАДОВОЛСТВО		13	2024-12-24 00:36:00.0000000
14366	НЕЗАДЪЛБОЧЕН		12	2024-12-24 00:36:00.0000000
14367	НЕЗАДЪЛБОЧЕНО		13	2024-12-24 00:36:00.0000000
14368	НЕЗАДЪЛБОЧЕНОСТ		15	2024-12-24 00:36:00.0000000
14369	НЕЗАДЪЛЖИТЕЛЕН		14	2024-12-24 00:36:00.0000000
14370	НЕЗАЕТ		6	2024-12-24 00:36:00.0000000
14371	НЕЗАЕТОСТ		9	2024-12-24 00:36:00.0000000
14372	НЕЗАЕТСНИО		10	2024-12-24 00:36:00.0000000
14373	НЕЗАЗДРАВЕН		11	2024-12-24 00:36:00.0000000
14374	НЕЗАИНТЕРЕСОВАН		15	2024-12-24 00:36:00.0000000
14375	НЕЗАИНТЕРЕСОВАНО		16	2024-12-24 00:36:00.0000000
14376	НЕЗАИНТЕРЕСОВАНОСТ		18	2024-12-24 00:36:00.0000000
14377	НЕЗАИНТЕРЕСУВАН		15	2024-12-24 00:36:00.0000000
14378	НЕЗАИТЕН		8	2024-12-24 00:36:00.0000000
14379	НЕЗАИТЕНОСТ		11	2024-12-24 00:36:00.0000000
14380	НЕЗАИТИМ		8	2024-12-24 00:36:00.0000000
14381	НЕЗАКОНЕН		9	2024-12-24 00:36:00.0000000
14382	НЕЗАКОННА		9	2024-12-24 00:36:00.0000000
14383	НЕЗАКОННАПЕЧАЛБА		16	2024-12-24 00:36:00.0000000
14384	НЕЗАКОННО		9	2024-12-24 00:36:00.0000000
14385	НЕЗАКОННОСТ		11	2024-12-24 00:36:00.0000000
14386	НЕЗАКОНОСЪОБРАЗЕН		17	2024-12-24 00:36:00.0000000
14387	НЕЗАКОНОСЪОБРАЗНОСТ		19	2024-12-24 00:36:00.0000000
14388	НЕЗАКРЕПЕН		10	2024-12-24 00:36:00.0000000
14389	НЕЗАКРИТ		8	2024-12-24 00:36:00.0000000
14390	НЕЗАЛЕСЕН		9	2024-12-24 00:36:00.0000000
14391	НЕЗАЛИЧИМ		9	2024-12-24 00:36:00.0000000
14392	НЕЗАМЕНИМ		9	2024-12-24 00:36:00.0000000
14393	НЕЗАМЕСЕН		9	2024-12-24 00:36:00.0000000
14394	НЕЗАМЕСТИМ		10	2024-12-24 00:36:00.0000000
14395	НЕЗАМЪРСЕН		10	2024-12-24 00:36:00.0000000
14396	НЕЗАНИМАТЕЛЕН		13	2024-12-24 00:36:00.0000000
14397	НЕЗАПАЗЕН		9	2024-12-24 00:36:00.0000000
14398	НЕЗАПАЛИМ		9	2024-12-24 00:36:00.0000000
14399	НЕЗАПИСАН		9	2024-12-24 00:36:00.0000000
14400	НЕЗАПОЗНАТ		10	2024-12-24 00:36:00.0000000
14401	НЕЗАПОКАЗВАНЕ		13	2024-12-24 00:36:00.0000000
14402	НЕЗАПОМНЕН		10	2024-12-24 00:36:00.0000000
14403	НЕЗАПОМНЕНИ		11	2024-12-24 00:36:00.0000000
14404	НЕЗАПРЕДХОРА		12	2024-12-24 00:36:00.0000000
14405	НЕЗАПЪЛНЕН		10	2024-12-24 00:36:00.0000000
14406	НЕЗАРАЗИМОСТ		12	2024-12-24 00:36:00.0000000
14407	НЕЗАРЕГИСТРИРАН		15	2024-12-24 00:36:00.0000000
14408	НЕЗАСЕГНАТ		10	2024-12-24 00:36:00.0000000
14409	НЕЗАСЛОНЕН		10	2024-12-24 00:36:00.0000000
14410	НЕЗАСЛУЖАВА		11	2024-12-24 00:36:00.0000000
14411	НЕЗАСЛУЖЕН		10	2024-12-24 00:36:00.0000000
14412	НЕЗАСЛУЖЕНО		11	2024-12-24 00:36:00.0000000
14413	НЕЗАСПИВА		9	2024-12-24 00:36:00.0000000
14414	НЕЗАСТРААВАН		12	2024-12-24 00:36:00.0000000
14415	НЕЗАСТРАИТЕЛЕН		14	2024-12-24 00:36:00.0000000
14416	НЕЗАСЪХНАЛ		10	2024-12-24 00:36:00.0000000
14417	НЕЗАУЧЕН		8	2024-12-24 00:36:00.0000000
14418	НЕЗАЧЕТЕН		9	2024-12-24 00:36:00.0000000
14419	НЕЗАЧИТАМ		9	2024-12-24 00:36:00.0000000
14420	НЕЗАЧИТАН		9	2024-12-24 00:36:00.0000000
14421	НЕЗАЧИТАНЕ		10	2024-12-24 00:36:00.0000000
14422	НЕЗАЯКНАЛ		9	2024-12-24 00:36:00.0000000
14423	НЕЗВАН		6	2024-12-24 00:36:00.0000000
14424	НЕЗДРАВ		7	2024-12-24 00:36:00.0000000
14425	НЕЗДРАВОМИСЛЕ		13	2024-12-24 00:36:00.0000000
14426	НЕЗДРАВОСЛОВЕН		14	2024-12-24 00:36:00.0000000
14427	НЕЗЕМЕН		7	2024-12-24 00:36:00.0000000
14428	НЕЗЛОБИВ		8	2024-12-24 00:36:00.0000000
14429	НЕЗЛОБИВОСТ		11	2024-12-24 00:36:00.0000000
14430	НЕЗЛОБЛИВ		9	2024-12-24 00:36:00.0000000
14431	НЕЗЛОКАЧЕСТВЕН		14	2024-12-24 00:36:00.0000000
14432	НЕЗНАЕ		6	2024-12-24 00:36:00.0000000
14433	НЕЗНАЕН		7	2024-12-24 00:36:00.0000000
14434	НЕЗНАЙНО		8	2024-12-24 00:36:00.0000000
14435	НЕЗНАНИЕ		8	2024-12-24 00:36:00.0000000
14436	НЕЗНАЧИТЕЛЕН		12	2024-12-24 00:36:00.0000000
14437	НЕЗНАЧИТЕЛНО		12	2024-12-24 00:36:00.0000000
14438	НЕЗНАЧИТЕЛНОКОЛИЧЕСТВО		22	2024-12-24 00:36:00.0000000
14439	НЕЗНАЧИТЕЛНОНЕО		15	2024-12-24 00:36:00.0000000
14440	НЕЗНАЧИТЕЛНОСТ		14	2024-12-24 00:36:00.0000000
14441	НЕЗРИМ		6	2024-12-24 00:36:00.0000000
14442	НЕЗРЯЛ		6	2024-12-24 00:36:00.0000000
14443	НЕИЗБЕЖЕН		9	2024-12-24 00:36:00.0000000
14444	НЕИЗБЕЖНО		9	2024-12-24 00:36:00.0000000
14445	НЕИЗБЕЖНОСТ		11	2024-12-24 00:36:00.0000000
14446	НЕИЗБРОИМ		9	2024-12-24 00:36:00.0000000
14447	НЕИЗБРОИМОСТ		12	2024-12-24 00:36:00.0000000
14448	НЕИЗВЕСТЕН		10	2024-12-24 00:36:00.0000000
14449	НЕИЗВЕСТНА		10	2024-12-24 00:36:00.0000000
14450	НЕИЗВЕСТНАВЕЛИЧИНА		18	2024-12-24 00:36:00.0000000
14451	НЕИЗВЕСТНАЛИЧНОСТ		17	2024-12-24 00:36:00.0000000
14452	НЕИЗВЕСТНО		10	2024-12-24 00:36:00.0000000
14453	НЕИЗВЕСТНОСТ		12	2024-12-24 00:36:00.0000000
14454	НЕИЗВИНИМ		9	2024-12-24 00:36:00.0000000
14455	НЕИЗВИНИТЕЛЕН		13	2024-12-24 00:36:00.0000000
14456	НЕИЗГЛАДЕН		10	2024-12-24 00:36:00.0000000
14457	НЕИЗГЛАДИМ		10	2024-12-24 00:36:00.0000000
14458	НЕИЗГОДЕН		9	2024-12-24 00:36:00.0000000
14459	НЕИЗДАДЕН		9	2024-12-24 00:36:00.0000000
14460	НЕИЗДРЪЖЛИВ		11	2024-12-24 00:36:00.0000000
14461	НЕИЗДРЪЖЛИВОСТ		14	2024-12-24 00:36:00.0000000
14462	НЕИЗДУМАН		9	2024-12-24 00:36:00.0000000
14463	НЕИЗДЪРЖАН		10	2024-12-24 00:36:00.0000000
14464	НЕИЗДЪРЖАНОСТ		13	2024-12-24 00:36:00.0000000
14465	НЕИЗЖИВЯН		9	2024-12-24 00:36:00.0000000
14466	НЕИЗИСКАН		9	2024-12-24 00:36:00.0000000
14467	НЕИЗИСКВАН		10	2024-12-24 00:36:00.0000000
14468	НЕИЗКАЗАН		9	2024-12-24 00:36:00.0000000
14469	НЕИЗЛЕЧИМ		9	2024-12-24 00:36:00.0000000
14470	НЕИЗЛИЧИМ		9	2024-12-24 00:36:00.0000000
14471	НЕИЗМЕНЕН		9	2024-12-24 00:36:00.0000000
14472	НЕИЗМЕНИМ		9	2024-12-24 00:36:00.0000000
14473	НЕИЗМЕННО		9	2024-12-24 00:36:00.0000000
14474	НЕИЗМЕННОСТ		11	2024-12-24 00:36:00.0000000
14475	НЕИЗМЕНЯЕМ		10	2024-12-24 00:36:00.0000000
14476	НЕИЗМЕНЯЕМОСТ		13	2024-12-24 00:36:00.0000000
14477	НЕИЗМЕРИМ		9	2024-12-24 00:36:00.0000000
14478	НЕИЗМЕРИМО		10	2024-12-24 00:36:00.0000000
14479	НЕИЗМЕРИМОСТ		12	2024-12-24 00:36:00.0000000
14480	НЕИЗНОСЕН		9	2024-12-24 00:36:00.0000000
14481	НЕИЗПЕЧЕН		9	2024-12-24 00:36:00.0000000
14482	НЕИЗПИСАН		9	2024-12-24 00:36:00.0000000
14483	НЕИЗПИТАН		9	2024-12-24 00:36:00.0000000
14484	НЕИЗПЛАТЕН		10	2024-12-24 00:36:00.0000000
14485	НЕИЗПОЛЗВАЕМ		12	2024-12-24 00:36:00.0000000
14486	НЕИЗПОЛЗВАЕМОСТ		15	2024-12-24 00:36:00.0000000
14487	НЕИЗПОЛЗВАН		11	2024-12-24 00:36:00.0000000
14488	НЕИЗПОЛЗУВАН		12	2024-12-24 00:36:00.0000000
14489	НЕИЗПРАВЕН		10	2024-12-24 00:36:00.0000000
14490	НЕИЗПРАВНОСТ		12	2024-12-24 00:36:00.0000000
14491	НЕИЗПРАН		8	2024-12-24 00:36:00.0000000
14492	НЕИЗПРОБВАН		11	2024-12-24 00:36:00.0000000
14493	НЕИЗПЪЛНЕН		10	2024-12-24 00:36:00.0000000
14494	НЕИЗПЪЛНЕНИЕ		12	2024-12-24 00:36:00.0000000
14495	НЕИЗПЪЛНИМ		10	2024-12-24 00:36:00.0000000
14496	НЕИЗПЪЛНИТЕЛЕН		14	2024-12-24 00:36:00.0000000
14497	НЕИЗПЪЛНЯВАМ		12	2024-12-24 00:36:00.0000000
14498	НЕИЗПЪНАТ		9	2024-12-24 00:36:00.0000000
14499	НЕИЗРАЗЕН		9	2024-12-24 00:36:00.0000000
14500	НЕИЗРАЗИМ		9	2024-12-24 00:36:00.0000000
14501	НЕИЗРАЗИТЕЛЕН		13	2024-12-24 00:36:00.0000000
14502	НЕИЗРАСЪЛ		9	2024-12-24 00:36:00.0000000
14503	НЕИЗРЕЧЕН		9	2024-12-24 00:36:00.0000000
14504	НЕИЗСЛЕДВАН		11	2024-12-24 00:36:00.0000000
14505	НЕИЗСЪХНАЛ		10	2024-12-24 00:36:00.0000000
14506	НЕИЗТОИМ		8	2024-12-24 00:36:00.0000000
14507	НЕИЗТОИМОСТ		11	2024-12-24 00:36:00.0000000
14508	НЕИЗТЪКНАТ		10	2024-12-24 00:36:00.0000000
14509	НЕИЗТЪРКАН		10	2024-12-24 00:36:00.0000000
14510	НЕИЗЦАПАН		9	2024-12-24 00:36:00.0000000
14511	НЕИЗЦЕЛИМ		9	2024-12-24 00:36:00.0000000
14512	НЕИЗЦЕРИМ		9	2024-12-24 00:36:00.0000000
14513	НЕИЗЧЕРПАЕМ		11	2024-12-24 00:36:00.0000000
14514	НЕИЗЧЕРПАЕМО		12	2024-12-24 00:36:00.0000000
14515	НЕИЗЧЕРПАЕМОСТ		14	2024-12-24 00:36:00.0000000
14516	НЕИЗЧИСЛИМ		10	2024-12-24 00:36:00.0000000
14517	НЕИЗЧИСЛИМОСТ		13	2024-12-24 00:36:00.0000000
14518	НЕИЗЯВЕН		8	2024-12-24 00:36:00.0000000
14519	НЕИЗЯЕН		7	2024-12-24 00:36:00.0000000
14520	НЕИЗЯСНЕН		9	2024-12-24 00:36:00.0000000
14521	НЕИЗЯСНЕНОСТ		12	2024-12-24 00:36:00.0000000
14522	НЕИМЕНУВАН		10	2024-12-24 00:36:00.0000000
14523	НЕИМОВЕРЕН		10	2024-12-24 00:36:00.0000000
14524	НЕИМОВЕРНОСТ		12	2024-12-24 00:36:00.0000000
14525	НЕИНТЕРЕСЕН		11	2024-12-24 00:36:00.0000000
14526	НЕИСКРЕН		8	2024-12-24 00:36:00.0000000
14527	НЕИСКРЕНОСТ		11	2024-12-24 00:36:00.0000000
14528	НЕИСТИНА		8	2024-12-24 00:36:00.0000000
14529	НЕИСТИНЕН		9	2024-12-24 00:36:00.0000000
14530	НЕИСТИННОСТ		11	2024-12-24 00:36:00.0000000
14531	НЕИСТИНСКИ		10	2024-12-24 00:36:00.0000000
14532	НЕИСТОВ		7	2024-12-24 00:36:00.0000000
14533	НЕЙДЕ		5	2024-12-24 00:36:00.0000000
14534	НЕЙСЕ		5	2024-12-24 00:36:00.0000000
14535	НЕКА		4	2024-12-24 00:36:00.0000000
14536	НЕКАВАЛЕРСКИ		12	2024-12-24 00:36:00.0000000
14537	НЕКАДЪРЕН		9	2024-12-24 00:36:00.0000000
14538	НЕКАДЪРНИК		10	2024-12-24 00:36:00.0000000
14539	НЕКАДЪРНО		9	2024-12-24 00:36:00.0000000
14540	НЕКАДЪРНОСТ		11	2024-12-24 00:36:00.0000000
14541	НЕКАЗАН		7	2024-12-24 00:36:00.0000000
14542	НЕКАЗВАНИО		10	2024-12-24 00:36:00.0000000
14543	НЕКАКТОТРЯБВА		13	2024-12-24 00:36:00.0000000
14544	НЕКАНЕН		7	2024-12-24 00:36:00.0000000
14545	НЕКАЧЕСТВЕН		11	2024-12-24 00:36:00.0000000
14546	НЕКАЧЕСТВЕНОСТ		14	2024-12-24 00:36:00.0000000
14547	НЕКИПЕЛИ		8	2024-12-24 00:36:00.0000000
14548	НЕКОЙЗНАЕКАКЪВ		14	2024-12-24 00:36:00.0000000
14549	НЕКОЛЕБЛИВ		10	2024-12-24 00:36:00.0000000
14550	НЕКОЛУВАН		9	2024-12-24 00:36:00.0000000
14551	НЕКОМПЕТЕНТЕН		13	2024-12-24 00:36:00.0000000
14552	НЕКОМПЕТЕНТНО		13	2024-12-24 00:36:00.0000000
14553	НЕКОМПЕТЕНТНОСТ		15	2024-12-24 00:36:00.0000000
14554	НЕКОНКРЕТЕН		11	2024-12-24 00:36:00.0000000
14555	НЕКОНТРАСТЕН		12	2024-12-24 00:36:00.0000000
14556	НЕКОНЦЕНТРИРАН		14	2024-12-24 00:36:00.0000000
14557	НЕКООРДИНИРАН		13	2024-12-24 00:36:00.0000000
14558	НЕКОРЕКТЕН		10	2024-12-24 00:36:00.0000000
14559	НЕКОРЕКТНОСТ		12	2024-12-24 00:36:00.0000000
14560	НЕКРАСИВ		8	2024-12-24 00:36:00.0000000
14561	НЕКРЕДИТОСПОСОБЕН		17	2024-12-24 00:36:00.0000000
14562	НЕКРЕДИТОСПОСОБНОСТ		19	2024-12-24 00:36:00.0000000
14563	НЕКТАР		6	2024-12-24 00:36:00.0000000
14564	НЕКУЛТИВИРАН		12	2024-12-24 00:36:00.0000000
14565	НЕКУЛТУРЕН		10	2024-12-24 00:36:00.0000000
14566	НЕКУЛТУРНОСТ		12	2024-12-24 00:36:00.0000000
14567	НЕЛЕГАЛЕН		9	2024-12-24 00:36:00.0000000
14568	НЕЛЕГАЛИЗИРАН		13	2024-12-24 00:36:00.0000000
14569	НЕЛЕГАЛНО		9	2024-12-24 00:36:00.0000000
14570	НЕЛЕГАЛНОСТ		11	2024-12-24 00:36:00.0000000
14571	НЕЛЕП		5	2024-12-24 00:36:00.0000000
14572	НЕЛЕПИЦА		8	2024-12-24 00:36:00.0000000
14573	НЕЛЕПО		6	2024-12-24 00:36:00.0000000
14574	НЕЛЕПОСТ		8	2024-12-24 00:36:00.0000000
14575	НЕЛЕПОСТИ		9	2024-12-24 00:36:00.0000000
14576	НЕЛИБЕРАЛЕН		11	2024-12-24 00:36:00.0000000
14577	НЕЛИПСВАМ		9	2024-12-24 00:36:00.0000000
14578	НЕЛИФОВАН		9	2024-12-24 00:36:00.0000000
14579	НЕЛОВКО		7	2024-12-24 00:36:00.0000000
14580	НЕЛОВКОПОЛОЖЕНИЕ		16	2024-12-24 00:36:00.0000000
14581	НЕЛОВКОСТ		9	2024-12-24 00:36:00.0000000
14582	НЕЛОВЪК		7	2024-12-24 00:36:00.0000000
14583	НЕЛОГИЧЕН		9	2024-12-24 00:36:00.0000000
14584	НЕЛОГИЧНОСТ		11	2024-12-24 00:36:00.0000000
14585	НЕЛОЯЛЕН		8	2024-12-24 00:36:00.0000000
14586	НЕЛОЯЛНОСТ		10	2024-12-24 00:36:00.0000000
14587	НЕЛУСТРОСАН		11	2024-12-24 00:36:00.0000000
14588	НЕЛЮБЕЗЕН		9	2024-12-24 00:36:00.0000000
14589	НЕЛЮБЕЗНОСТ		11	2024-12-24 00:36:00.0000000
14590	НЕМАЙ		5	2024-12-24 00:36:00.0000000
14591	НЕМАЛКО		7	2024-12-24 00:36:00.0000000
14592	НЕМАЛОВАЖЕН		11	2024-12-24 00:36:00.0000000
14593	НЕМАЛЪК		7	2024-12-24 00:36:00.0000000
14594	НЕМАРЛИВ		8	2024-12-24 00:36:00.0000000
14595	НЕМАРЛИВЕЦ		10	2024-12-24 00:36:00.0000000
14596	НЕМАРЛИВО		9	2024-12-24 00:36:00.0000000
14597	НЕМАРЛИВОСТ		11	2024-12-24 00:36:00.0000000
14598	НЕМАРЯ		6	2024-12-24 00:36:00.0000000
14599	НЕМАТЕРИАЛЕН		12	2024-12-24 00:36:00.0000000
14600	НЕМАТЕРИАЛИСТИЧЕН		17	2024-12-24 00:36:00.0000000
14601	НЕМАТЕРИАЛНОСТ		14	2024-12-24 00:36:00.0000000
14602	НЕМЕБЕЛИРАН		11	2024-12-24 00:36:00.0000000
14603	НЕМЕБИВА		8	2024-12-24 00:36:00.0000000
14604	НЕМЕДЛЕН		8	2024-12-24 00:36:00.0000000
14605	НЕМЕДЛЕНО		9	2024-12-24 00:36:00.0000000
14606	НЕМЕДЛЕНОСТ		11	2024-12-24 00:36:00.0000000
14607	НЕМЕЕЕНЯ		8	2024-12-24 00:36:00.0000000
14608	НЕМЕЛОДИЧЕН		11	2024-12-24 00:36:00.0000000
14609	НЕМЕСВЪРТА		10	2024-12-24 00:36:00.0000000
14610	НЕМЕСВЪРТАНАЕДНОМЯСТО		21	2024-12-24 00:36:00.0000000
14611	НЕМЕЦ		5	2024-12-24 00:36:00.0000000
14612	НЕМЕЯ		5	2024-12-24 00:36:00.0000000
14613	НЕМИВЪРВИ		9	2024-12-24 00:36:00.0000000
14614	НЕМИДОСТИГА		11	2024-12-24 00:36:00.0000000
14615	НЕМИЕЗОР		8	2024-12-24 00:36:00.0000000
14616	НЕМИЛ		5	2024-12-24 00:36:00.0000000
14617	НЕМИЛОСТ		8	2024-12-24 00:36:00.0000000
14618	НЕМИЛОСТИВ		10	2024-12-24 00:36:00.0000000
14619	НЕМИНУЕМ		8	2024-12-24 00:36:00.0000000
14620	НЕМИНУЕМО		9	2024-12-24 00:36:00.0000000
14621	НЕМИНУЕМОСТ		11	2024-12-24 00:36:00.0000000
14622	НЕМИПРИПИЛА		11	2024-12-24 00:36:00.0000000
14623	НЕМИРЕН		7	2024-12-24 00:36:00.0000000
14624	НЕМИРНИК		8	2024-12-24 00:36:00.0000000
14625	НЕМИРНИЧЕСТВО		13	2024-12-24 00:36:00.0000000
14626	НЕМИРСТВАМ		10	2024-12-24 00:36:00.0000000
14627	НЕМИРСТВО		9	2024-12-24 00:36:00.0000000
14628	НЕМИРУВАМ		9	2024-12-24 00:36:00.0000000
14629	НЕМИСЕДАВА		10	2024-12-24 00:36:00.0000000
14630	НЕМИСЛИМ		8	2024-12-24 00:36:00.0000000
14631	НЕМИТ		5	2024-12-24 00:36:00.0000000
14632	НЕМНОГО		7	2024-12-24 00:36:00.0000000
14633	НЕМО		4	2024-12-24 00:36:00.0000000
14634	НЕМОЕН		6	2024-12-24 00:36:00.0000000
14635	НЕМОЖЕДАБЪДЕ		12	2024-12-24 00:36:00.0000000
14636	НЕМОНОСТ		8	2024-12-24 00:36:00.0000000
14637	НЕМОРАЛЕН		9	2024-12-24 00:36:00.0000000
14638	НЕМОРАЛНИ		9	2024-12-24 00:36:00.0000000
14639	НЕМОРАЛНОСТ		11	2024-12-24 00:36:00.0000000
14640	НЕМОТА		6	2024-12-24 00:36:00.0000000
14641	НЕМОТИВИРАН		11	2024-12-24 00:36:00.0000000
14642	НЕМОТИЯ		7	2024-12-24 00:36:00.0000000
14643	НЕМУЗИКАЛЕН		11	2024-12-24 00:36:00.0000000
14644	НЕМУМИСЛЯ		9	2024-12-24 00:36:00.0000000
14645	НЕНАБРАН		8	2024-12-24 00:36:00.0000000
14646	НЕНАВИЖДАМ		10	2024-12-24 00:36:00.0000000
14647	НЕНАВИЖДАН		10	2024-12-24 00:36:00.0000000
14648	НЕНАВИКНАЛ		10	2024-12-24 00:36:00.0000000
14649	НЕНАВИСТ		8	2024-12-24 00:36:00.0000000
14650	НЕНАВИСТЕН		10	2024-12-24 00:36:00.0000000
14651	НЕНАВИСТНИЧЕСКИ		15	2024-12-24 00:36:00.0000000
14652	НЕНАВИСТНИЧЕСТВО		16	2024-12-24 00:36:00.0000000
14653	НЕНАВРЕМЕ		9	2024-12-24 00:36:00.0000000
14654	НЕНАВРЕМЕНЕН		12	2024-12-24 00:36:00.0000000
14655	НЕНАВРЕМЕННО		12	2024-12-24 00:36:00.0000000
14656	НЕНАВРЕМЕННОСТ		14	2024-12-24 00:36:00.0000000
14657	НЕНАГЛЕДЕН		10	2024-12-24 00:36:00.0000000
14658	НЕНАГЛЕЖДАН		11	2024-12-24 00:36:00.0000000
14659	НЕНАДЕЕН		8	2024-12-24 00:36:00.0000000
14660	НЕНАДЕЖДЕН		10	2024-12-24 00:36:00.0000000
14661	НЕНАДЕЙНО		9	2024-12-24 00:36:00.0000000
14662	НЕНАДЕЙНОСТ		11	2024-12-24 00:36:00.0000000
14663	НЕНАДМИНАТ		10	2024-12-24 00:36:00.0000000
14664	НЕНАИМЕНУВАН		12	2024-12-24 00:36:00.0000000
14665	НЕНАКАЗАНО		10	2024-12-24 00:36:00.0000000
14666	НЕНАКАЗУЕМ		10	2024-12-24 00:36:00.0000000
14667	НЕНАКЪРНЕН		10	2024-12-24 00:36:00.0000000
14668	НЕНАКЪРНИМ		10	2024-12-24 00:36:00.0000000
14669	НЕНАКЪРНИМОСТ		13	2024-12-24 00:36:00.0000000
14670	НЕНАЛЕЖА		8	2024-12-24 00:36:00.0000000
14671	НЕНАЛОЖИТЕЛЕН		13	2024-12-24 00:36:00.0000000
14672	НЕНАМАЛЯВА		10	2024-12-24 00:36:00.0000000
14673	НЕНАМЕСА		8	2024-12-24 00:36:00.0000000
14674	НЕНАМЯСТО		9	2024-12-24 00:36:00.0000000
14675	НЕНАПРАВЕН		10	2024-12-24 00:36:00.0000000
14676	НЕНАПЪЛНО		9	2024-12-24 00:36:00.0000000
14677	НЕНАРЕДЕН		9	2024-12-24 00:36:00.0000000
14678	НЕНАРУИМ		8	2024-12-24 00:36:00.0000000
14679	НЕНАРУИМОСТ		11	2024-12-24 00:36:00.0000000
14680	НЕНАСЕЛЕН		9	2024-12-24 00:36:00.0000000
14681	НЕНАСЕЛЕНО		10	2024-12-24 00:36:00.0000000
